stage,source_or_category,count,derivation_file,verified_by,verification_date,notes
identified,database_or_register,,,
identified,website_or_grey_literature,,,
identified,citation_or_other_method,,,
removed_before_screening,duplicates_or_other,,,
screened,title_abstract,,,
excluded,title_abstract,,,
sought_for_retrieval,full_text,,,
not_retrieved,full_text,,,
assessed_for_eligibility,full_text,,,
excluded_full_text,reason_specific,,,
included,evidence_sources,,,
included,map_units,,,
