concept_id,concept_name,role,controlled_term_source,preferred_term,synonyms,spelling_variants,abbreviations,old_terms,phrase_form,proximity_form,wildcard_form,field,source_reference,verification_status,notes
C1,,,,,,,,,,,,,,pending,
